R,W,Tr,Frac_b,V,A,C,Taub,t,Ia,In,Ik,Iyb,Inb,Ic,Iprofit,Ib,Iλ,Iv
1.0417609577843583,1.145910692788825,0.6525644442439594,0.23926170438971656,-69.50697597739406,13.413716883508709,1.7525851313541323,0.2,0,13.413642484704894,-0.7343410952206869,3.1717161748460714,0.8546847774095051,0.24613259856988995,1.752678431409403,0.31014453241396706,0.23926170438971645,0.46443486829251424,-69.5031797283309
1.0422378021095238,1.1374687903762386,0.7510086161082306,0.24326379254405334,-68.19496841522025,13.435093686860762,1.7834818714638052,0.22173915000000005,1,13.435049080381837,-0.7232080822144936,3.3613817752620947,0.94196851586409,0.27413403259015057,1.7835184930666712,0.3506257251075592,0.2432637925440534,0.4520737873409326,-68.19207144818975
1.0422629838307007,1.1370328233864728,0.7549320040730068,0.23652810033805569,-68.18133002614883,13.455813527405155,1.7857689836172044,0.24239134250000005,2,13.455768920926227,-0.7359177685452587,3.2680247582835364,0.916986044058766,0.26689186503587675,1.785805605220069,0.34165623625574226,0.2365281003380561,0.4509090787889655,-68.17843305911833
1.0422878009170422,1.136603169259533,0.7585790539275974,0.2300855930798048,-68.16843733793385,13.475715557900239,1.7879441168673142,0.26201092537500004,3,13.475670951421296,-0.7481116877091003,3.1788589114299883,0.8929170774141588,0.2599155173436507,1.7879807384701794,0.3329489441843782,0.23008559307980475,0.4498129461248974,-68.16554037090336
1.0423123670627041,1.1361778596272312,0.7620037320807596,0.22393210243647577,-68.15624744396958,13.494793282723306,1.7900140825132895,0.2806495291062501,4,13.494748676244372,-0.7597567625852069,3.094074385042193,0.8699106767648117,0.25324867718599814,1.7900507041161544,0.3245876633756555,0.22393210243647527,0.4487779510873431,-68.15335047693907
1.042336331730336,1.135762963284966,0.7652362105950241,0.21806216117026478,-68.1447219340591,13.513062858038992,1.7919854213974276,0.29835620265093754,5,13.513018251560062,-0.7708561737746145,3.013531642490578,0.8479805398825808,0.2468947075910408,1.7920220430002927,0.3165937306746816,0.21806216117026467,0.4477990083314084,-68.14182496702861
1.0423594601443873,1.1353625448631597,0.7682951815536513,0.21246738293547057,-68.13382608312531,13.5305491235843,1.7938632169979691,0.3151775425183907,6,13.53050451710536,-0.7814266892865582,2.9370171160860754,0.8270973218519335,0.24084462458698783,1.7938998386008342,0.3089656697098233,0.2124673829354705,0.4468727900990031,-68.1309291160948
1.0423816237228254,1.134978830481359,0.7711940963867602,0.20713764896342124,-68.12352741837284,13.547280585047712,1.795651857201934,0.33115781539247113,7,13.547235978568779,-0.7914897873233676,2.8643117207669304,0.8072184372594655,0.23508577350987753,1.7956884788047998,0.3016934443719599,0.20713764896342118,0.4459967004573573,-68.12063045134236
1.0424027632809245,1.1346128447949666,0.7739436754276419,0.20206203656364122,-68.11379505498725,13.56328742371371,1.7973552435201756,0.34633907462284763,8,13.56324281723477,-0.8010681985842563,2.795208294907257,0.7882981223143184,0.22960469779941645,1.7973918651230405,0.2947637943669961,0.2020620365636412,0.44516858813899657,-68.11089808795676
1.0424228608588062,1.134264898740397,0.776553046729534,0.19722940771337205,-68.1045992913059,13.578600426375193,1.7989771125445142,0.3607612708917053,9,13.578555819896254,-0.8101845486486381,2.7295144152017383,0.7702908995230775,0.22438809882427183,1.79901373414738,0.28816236098463865,0.19722940771337188,0.44438643039589687,-68.10170232427541
1.04244192283877,1.1339348818219581,0.7790302964356325,0.19262871656838293,-68.09591150334448,13.593250317632725,1.8005211466566544,0.37446235734712,10,13.593205711153798,-0.8188608431273459,2.6670513365195383,0.7531527357821426,0.21942314323429035,1.8005577682595193,0.2818745754654495,0.19262871656838304,0.4436481990872067,-68.09301453631399
1.0424599697278898,1.1336224390040535,0.7813827651537238,0.18824917656642293,-68.08770416913276,13.607267305831247,1.8019909894428092,0.387478389479764,11,13.607222699352308,-0.8271182628057444,2.6076523049141533,0.7368414243869771,0.21469755595316725,1.802027611045674,0.27588607038954016,0.18824917656642237,0.4429518410990259,-68.08480720210227
1.0424770299230994,1.1333270786552467,0.783617221109643,0.18408035678774837,-68.07995091829586,13.620680779539653,1.8033902357637563,0.3998436200057758,12,13.62063617306072,-0.8349770818788655,2.5511610661392554,0.7213166926858736,0.2101996403276714,1.8034268573666214,0.2701828852843673,0.18408035678774828,0.44229528464938694,-68.07705395126536
1.0424931361397198,1.1330482343805768,0.7857399638556106,0.18011222814448177,-68.07262658399844,13.633519110479314,1.8047223999794042,0.41159058900548706,13,13.633474504000372,-0.8424566520152952,2.497430671029733,0.7065401893901708,0.20591826797919435,1.8047590215822698,0.2647515630274961,0.18011222814448202,0.4416764684232648,-68.06972961696796
