R,W,Tr,Frac_b,V,A,C,Taub,t,Ia,In,Ik,Iyb,Inb,Ic,Iprofit,Ib,Iv,AssetMarketResidual,GBCResidual
1.0594162356357202,2.161090451625442,0.6401945110120456,0.3549271226939715,-27.901929322624753,14.0798324305885,2.247432649612236,0.2,0,14.079818714852113,-0.5445775041942051,2.725754543058091,0.8934378654270196,0.13642857723477475,2.247432166311672,0.3248933593552463,0.35492712269397075,-27.901064793175543,0.0,0.0
1.059514708020539,2.159205909755321,0.6458648260051355,0.3534647010605845,-27.83518439822799,14.075755548530259,2.2506621013637127,0.22,1,14.075646225838899,-0.5473995794767533,2.693385703136357,0.8839788430394336,0.13515751997768008,2.250657167504714,0.321406681746096,0.35352287878001804,-27.83081041338663,-0.05386920450067299,-0.003589859941415392
1.0596325046117419,2.1569540871868584,0.6523066080044412,0.3517412946649992,-27.83428680513041,14.072869385070568,2.2505894629460914,0.23800000000000002,2,14.072657745149208,-0.5503567250777484,2.6644684187531236,0.8753109526308004,0.13395137613442104,2.250571436463307,0.31824230668594056,0.35178780874185867,-27.830431905230707,-0.04444867306709411,-0.002938423453414569
1.0597331377885981,2.1550342550311457,0.6580366114643146,0.350189770242117,-27.833328274354695,14.070990341259616,2.2505904235376937,0.2542,3,14.070686605239448,-0.553039001621779,2.6381659539247515,0.8674105120802283,0.13284601415020653,2.2505640131050684,0.3153660187989907,0.3502252184641025,-27.82989877885592,-0.03736658263487053,-0.002502706967534816
1.059819135202269,2.1533965710345813,0.6631402978094006,0.34879233848059654,-27.83231899321209,14.069961568780121,2.2506546873952153,0.26878,4,14.069577934361297,-0.5554696168323436,2.6142894666438576,0.8602238729551378,0.13183531854054578,2.2506233063601893,0.3127562146593551,0.34881816355628087,-27.82923895692978,-0.030954528630326706,-0.0021322931146680515
1.0598925770022862,2.1520001800499884,0.6676921987372875,0.347533358534125,-27.83126915438063,14.069648932826015,2.2507728219289502,0.281902,5,14.069197980607216,-0.5576705085962076,2.592652696940869,0.8536970572707824,0.13091286929065624,2.250738898043205,0.3103913763511132,0.34755125399384545,-27.828477009167518,-0.02514719285640006,-0.0018161512865432431
1.0599551932511704,2.1508112435400544,0.6717573175348373,0.3463989512785634,-27.830188589545095,14.069937246491602,2.250936288714886,0.2937118,6,14.069431007735147,-0.5596622144717843,2.573073894822316,0.847777060664354,0.13007216147146022,2.250901520362058,0.3082507061586582,0.3464105750858036,-27.82763440327252,-0.019888797181826505,-0.0015454229208905525
1.0600084403202081,2.1498013957296807,0.6753923627025319,0.34537672443631734,-27.829086546270435,14.070727294142907,2.2511374334299092,0.30434062,7,14.070176755115794,-0.5614638153733729,2.5553783928282097,0.8424128614203471,0.12930678996166953,2.2511029816295736,0.3063144761333768,0.3453835612933563,-27.826729803714542,-0.015129572759131259,-0.0013128839861517292
1.0600535562868922,2.148946621183717,0.678646850571945,0.344455568442066,-27.827971559366794,14.071933439190975,2.2513694444614423,0.313906558,8,14.071348323368625,-0.563092929348932,2.539400487032947,0.8375560641828319,0.12861057504849122,2.251336075178916,0.3045642095502323,0.34445887714787293,-27.82577936509919,-0.010824731774263152,-0.001112635008931227
1.0600916023898015,2.148226414499242,0.6815640722818284,0.343625496869554,-27.826851383749254,14.073481675951488,2.2516262972716623,0.32251590220000004,9,14.072870396927582,-0.5645657443202966,2.524984641909898,0.8331612745852279,0.12797764356924873,2.2515944881607868,0.30298275741858743,0.34362630354713464,-27.824797006095743,-0.006937052183774477,-0.0009400065480915405
