R,W,Tr,Frac_b,V,A,C,Taub,t,Ia,In,Ik,Iyb,Inb,Ic,Iprofit,Ib,Iλ,Iv
1.0402866677600733,1.172711007892806,0.6815083737676132,0.2314437007267091,-75.70516075865554,13.934215983830452,1.7853155554445712,0.2,0,13.934146461765229,-0.755299240785306,3.137522536541769,0.8309903720615265,0.23384006881034589,1.7854062036524603,0.3017247972636098,0.23144370072670858,0.450308556327664,-75.70158292124614
1.0416313730428692,1.1482095125145522,0.7677684088627389,0.17416403183574844,-74.81227673917158,13.945108972087928,1.808908847636542,0.406,1,13.945097215013577,-0.8576070536282239,2.4509230891904172,0.6678949511763176,0.1918027163524852,1.8091708839567295,0.245080290448003,0.17408328511347684,0.43936911697786635,-74.80657531362837
1.0415756408470502,1.149205600665546,0.7687531530331676,0.17396082088516826,-74.80485987373147,13.955726781227785,1.8098848749408945,0.406,2,13.955776274343252,-0.8589491947837964,2.4332844003427057,0.6644314435140726,0.19066797665217058,1.810139437897967,0.2443276187521774,0.17388691020056576,0.43908349861994633,-74.79930340213505
1.0415315903151277,1.1499939866904725,0.7695317426358548,0.17379855069181882,-74.79767628745591,13.966042492418241,1.8108420486228358,0.406,3,13.966147952871877,-0.8598282068653419,2.4231664606992203,0.6623332376833578,0.18995156708837285,1.811089989707786,0.24384923064617398,0.17373063529051957,0.4387845185502885,-74.79225570601692
1.0414939167499615,1.1506690178285124,0.7701947844743212,0.17366012714750886,-74.79072888680062,13.976044336585232,1.811774423640184,0.406,4,13.976200545640138,-0.8604650172229437,2.416895896452377,0.6609338734005067,0.18945041695529405,1.812016342746943,0.24351047911114002,0.17359743297988056,0.4384835519612848,-74.78543569987764
1.0414601582593208,1.151274517318006,0.7707860175234146,0.17353691607702074,-74.78401568532452,13.985728676650565,1.8126793347332433,0.406,5,13.985930690700432,-0.860964260547138,2.4127450815183074,0.6599217665416255,0.18906961000433517,1.812915682212924,0.24324923116441277,0.17347884466376937,0.4381860648576197,-74.77884195264636
1.0414290669021464,1.1518327021346102,0.7713282485617079,0.17342429139868817,-74.77753219217115,13.995096943827722,1.8135558084760937,0.406,6,13.995340149635977,-0.861379434246291,2.4098356319947905,0.6591392728239533,0.18876111181331046,1.8137869366231987,0.2430344121444042,0.17337036914066067,0.4378947227552547,-74.77247049369323
1.0413999580657627,1.1523557539126563,0.7718342402161306,0.17331961656313508,-74.77127265812955,14.004153661406326,1.8144037235370085,0.406,7,14.004433783085362,-0.8617397598642318,2.4076904312666927,0.6585010831448223,0.18849890177511497,1.8146299216989004,0.2428493734961205,0.17326945123160026,0.43761084083903967,-74.76631605246737
1.0413724293589635,1.152850823986691,0.7723115994293058,0.173221283221063,-74.76523071818426,14.012905261196725,1.8152233798511705,0.406,8,14.01321835292849,-0.8620621435274237,2.406035606394947,0.6579583210972432,0.18826804394439714,1.8154448931937694,0.24268464196149422,0.17317453821682274,0.4373350752205436,-74.76037270487352
1.0413462289552182,1.1533223794692602,0.7727651261627548,0.1731282475186329,-74.75939972568665,14.02135930893504,1.8160153039405094,0.406,9,14.021701738101871,-0.8623568536719339,2.404706689898864,0.6574816243481018,0.1880595383096268,1.8162323499938993,0.24253454409753816,0.1730846274744931,0.4370677192167999,-74.75463421021627
1.0413211899198074,1.1537733742324803,0.7731980118345445,0.17303979668010655,-74.75377293179184,14.02952401246673,1.8167801629120568,0.406,10,14.029892439558628,-0.8626303886898373,2.403601251693646,0.657052651776291,0.1878677372425927,1.8169929407129533,0.24239553246161288,0.17299903803580152,0.43680884378096607,-74.74909419766048
1.041297195521294,1.1542058676800182,0.773612482812752,0.17295542119541713,-74.74834360858523,14.037407899635333,1.8175187010283322,0.406,11,14.037799258126793,-0.862887006936115,2.40265362599044,0.6566595740606819,0.18768897405250637,1.8177273956408213,0.24226530659136428,0.17291728628490982,0.43655838910643996,-74.74374629313692
1.0412741599717672,1.1546213683996658,0.7740101640782155,0.17287474159835026,-74.7431051209145,14.045019620374612,1.818231700403893,0.406,12,14.045431097210908,-0.8631295869641871,2.4018207136938994,0.6562945514796441,0.18752079621077156,1.8184364859030107,0.24214232615619255,0.1728390146862829,0.43631621821649186,-74.73858419313444
1.0412520172026212,1.155021034486288,0.7743922938087928,0.17279746461392803,-74.73805097141897,14.052367815430548,1.8189199571986185,0.406,13,14.052796832501897,-0.8633601317100972,2.4010736678281033,0.6559522615404316,0.18736151776853072,1.8191209985194254,0.24202552889039025,0.17276394907150058,0.4360821488965279,-74.73360171141753
1.0412307141253836,1.1554057938221327,0.7747598543191927,0.17272335527686353,-74.73317482560712,14.059461032440066,1.819584267233185,0.406,14,14.059905229045244,-0.8635800754972587,2.4003928443983313,0.6556290069368886,0.18720994833986646,1.8197817214742649,0.24191416053203207,0.17269187150592305,0.4358559728041691,-74.72879280552469
1.0412102064373723,1.1557764189299047,0.7751136541650434,0.17265221948020534,-74.72847052690265,14.066307669194916,1.8202254171340606,0.406,15,14.06676488555482,-0.8637904757347181,2.399764651102071,0.6553221599505435,0.1870652243043472,1.8204194344161526,0.24180766943002682,0.17262260323596257,0.43563746743130405,-74.72415159314087
1.0411904559695122,1.1561335742813843,0.7754543808764022,0.1725838921551163,-74.72393210370196,14.072915939289016,1.8208441787903884,0.406,16,14.073384201122009,-0.8639921360930648,2.3991795312325546,0.6550298073495678,0.18692670099938827,1.82103490283876,0.2417056392850233,0.1725559931414224,0.4354264038210928,-74.71967236032204
