R,W,Tr,Frac_b,V,A,C,Taub,t,Ia,In,Ik,Iyb,Inb,Ic,Iprofit,Ib,Iv,AssetMarketResidual,GBCResidual
1.0594162356357202,2.161090451625442,0.6401945110120456,0.3549271226939715,-27.901929322624753,14.0798324305885,2.247432649612236,0.2,0,14.079818714852113,-0.5445775041942051,2.725754543058091,0.8934378654270196,0.13642857723477475,2.247432166311672,0.3248933593552463,0.35492712269397075,-27.901064793175543,0.0,0.0
1.059689729260177,2.155863253747238,0.6548780939702055,0.3507567557069699,-27.797455175367404,14.073912112307447,2.253000600637661,0.24420000000000003,1,14.073856325225472,-0.5549321953220067,2.5969703977060288,0.8574062109668047,0.1314478809596542,2.2526349838223725,0.31249819431912707,0.35000839558589014,-27.78432024297763,-0.10670799961893196,-0.006211920976501665
1.0599226280495722,2.1514333449426046,0.6684555098188716,0.3470678740693059,-27.79660400434922,14.070314902689006,2.253164223330678,0.28398000000000007,2,14.070149930415072,-0.5611791254164893,2.5377888591902207,0.8393356743956739,0.12886057918996305,2.252807925092684,0.30595872742355523,0.3463572929444859,-27.785668605530006,-0.08869244441207441,-0.004701881241393169
1.0601224812237737,2.147646035071638,0.6802604134598621,0.3437382122238142,-27.795685912480486,14.068678258161324,2.2534474877471617,0.31978200000000007,3,14.068376493320331,-0.5668192046334807,2.4847963861835,0.8230296506578804,0.12651997948510507,2.2531106434519534,0.30002931183555126,0.3430640333641572,-27.78653014728028,-0.07592750115096598,-0.003740250165685351
1.0602936326896364,2.1444134605251617,0.6905561847823533,0.3407320905022506,-27.794685421175963,14.06869028560642,2.2538349500392614,0.35200380000000003,4,14.068243957703446,-0.5719112962633055,2.4372625326941497,0.8083103655187118,0.12440103607799555,2.253524981506494,0.29465975274087103,0.3400954939081666,-27.786973110004645,-0.06414597203361608,-0.002954134970396182
1.060439811063656,2.1416607537058123,0.699562783676236,0.33801829250206494,-27.793597547840385,14.070084191770773,2.254311767572939,0.38100342000000004,5,14.069497212761025,-0.5765088559951732,2.3945828337370005,0.7950215388319848,0.12248204609058101,2.254033097441791,0.2898014069361752,0.33742031201660794,-27.787060118635853,-0.053285666938136925,-0.0023098569263363617
1.0605642260677588,2.1393239963784594,0.7074646383093331,0.33556880762113983,-27.792424263975224,14.072630984028814,2.254864012820744,0.407103078,6,14.071913486489928,-0.5806600485225138,2.356238408992783,0.7830234517827896,0.12074371048755796,2.2546186576838743,0.28540837194157875,0.33500987975914714,-27.786847250081575,-0.04328603007340332,-0.0017808451821590273
1.0606696450119757,2.1373485334655093,0.7144168452425692,0.333358392592715,-27.791172130116053,14.076133383968775,2.2554788503578718,0.43059277020000003,7,14.07529836683485,-0.5844084205506265,2.321774713178345,0.7721901798404336,0.11916867529392897,2.255267018872464,0.2814378596139512,0.33283818754828687,-27.78638428619236,-0.034056790180889175,-0.0013467206280483018
1.0607584671253332,2.135687363725964,0.7205501898743824,0.33136419211236806,-27.789850617017308,14.080421024354047,2.2561445822681523,0.45173349318,8,14.079482338277286,-0.587793358028817,2.2907891647410143,0.7624078882933796,0.11774126117474955,2.255965178304194,0.2778503264851255,0.3308816660770094,-27.785715168108894,-0.025477817352334415,-0.0009884644197692537
1.0608327822359416,2.134299863531103,0.7259752549618793,0.3295654760511324,-27.78847087831066,14.085346560004002,2.2568506471463348,0.47076014386200005,9,14.084317762494535,-0.5908504764967972,2.2629230903487,0.7535735952197121,0.11644727877240715,2.2567016881750837,0.2746094490626635,0.3291189969677672,-27.78487849568396,-0.01813209656963898,-0.0007129044195592856
